word,french
dechirames,1
dechirant,1
dechirante,1
dechirantes,1
dechirants,1
dechiras,1
dechirasse,1
dechirassent,1
dechirasses,1
dechirassiez,1
dechirassions,1
dechirat,1
dechirates,1
dechire,1
dechiree,1
dechirees,1
dechirement,1
dechirements,1
dechirent,1
dechirer,1
dechirera,1
dechirerai,1
dechireraient,1
dechirerais,1
dechirerait,1
dechireras,1
dechirerent,1
dechirerez,1
dechireriez,1
dechirerions,1
dechirerons,1
dechireront,1
dechires,1
dechirez,1
dechiriez,1
dechirions,1
dechirons,1
dechirure,1
dechirures,1
dechoie,1
dechoient,1
dechoies,1
dechoir,1
dechois,1
dechoit,1
dechu,1
dechue,1
dechues,1
dechurent,1
dechus,1
dechusse,1
dechussent,1
dechut,1
decida,1
decidai,1
decidaient,1
decidais,1
decidait,1
decidames,1
decidant,1
decidas,1
decidasse,1
decidassent,1
decidasses,1
decidassiez,1
decidassions,1
decidat,1
decidates,1
decide,1
decidee,1
decidees,1
decidement,1
decident,1
decider,1
decidera,1
deciderai,1
decideraient,1
deciderais,1
deciderait,1
decideras,1
deciderent,1
deciderez,1
decideriez,1
deciderions,1
deciderons,1
decideront,1
decides,1
decideurs,1
decidez,1
decidiez,1
decidions,1
decidons,1
decilitre,1
decilitres,1
decima,1
decimai,1
decimaient,1
decimais,1
decimait,1
decimal,1
decimale,1
decimales,1
decimames,1
decimant,1
decimas,1
decimasse,1
decimassent,1
decimasses,1
decimassiez,1
decimassions,1
decimat,1
decimates,1
decimaux,1
decime,1
decimee,1
decimees,1
deciment,1
decimer,1
decimera,1
decimerai,1
decimeraient,1
decimerais,1
decimerait,1
decimeras,1
decimerent,1
decimerez,1
decimeriez,1
decimerions,1
decimerons,1
decimeront,1
decimes,1
decimetre,1
decimetres,1
decimez,1
decimiez,1
decimions,1
decimons,1
decintra,1
decintrai,1
decintraient,1
decintrais,1
decintrait,1
decintrames,1
decintrant,1
decintras,1
decintrasse,1
decintrassent,1
decintrasses,1
decintrassiez,1
decintrassions,1
decintrat,1
decintrates,1
decintre,1
decintree,1
decintrees,1
decintrent,1
decintrer,1
decintrera,1
decintrerai,1
decintreraient,1
decintrerais,1
decintrerait,1
decintreras,1
decintrerent,1
decintrerez,1
decintreriez,1
decintrerions,1
decintrerons,1
decintreront,1
decintres,1
decintrez,1
decintriez,1
decintrions,1
decintrons,1
decisif,1
decisifs,1
decision,1
decisions,1
decisive,1
decisives,1
declama,1
declamai,1
declamaient,1
declamais,1
declamait,1
declamames,1
declamant,1
declamas,1
declamasse,1
declamassent,1
declamasses,1
declamassiez,1
declamassions,1
declamat,1
declamates,1
declamation,1
declamations,1
declamatoire,1
declamatoirement,1
declamatoires,1
declame,1
declamee,1
declamees,1
declament,1
declamer,1
declamera,1
declamerai,1
declameraient,1
declamerais,1
declamerait,1
declameras,1
declamerent,1
declamerez,1
declameriez,1
declamerions,1
declamerons,1
declameront,1
declames,1
declamez,1
declamiez,1
declamions,1
declamons,1
declara,1
declarai,1
declaraient,1
declarais,1
declarait,1
declarames,1
declarant,1
declaras,1
declarasse,1
declarassent,1
declarasses,1
declarassiez,1
declarassions,1
declarat,1
declarates,1
declaration,1
declarations,1
declare,1
declaree,1
declarees,1
declarent,1
declarer,1
declarera,1
declarerai,1
declareraient,1
declarerais,1
declarerait,1
declareras,1
declarerent,1
declarerez,1
declareriez,1
declarerions,1
declarerons,1
declareront,1
declares,1
declarez,1
declariez,1
declarions,1
declarons,1
declassa,1
declassai,1
declassaient,1
declassais,1
declassait,1
declassames,1
declassant,1
declassas,1
declassasse,1
declassassent,1
declassasses,1
declassassiez,1
declassassions,1
declassat,1
declassates,1
declasse,1
declassee,1
declassees,1
declassement,1
declassements,1
declassent,1
declasser,1
declassera,1
declasserai,1
declasseraient,1
declasserais,1
declasserait,1
declasseras,1
declasserent,1
declasserez,1
declasseriez,1
declasserions,1
declasserons,1
declasseront,1
declasses,1
declassez,1
declassiez,1
declassions,1
declassons,1
declencha,1
declenchai,1
declenchaient,1
declenchais,1
declenchait,1
declenchames,1
declenchant,1
declenchas,1
declenchasse,1
declenchassent,1
declenchasses,1
declenchassiez,1
declenchassions,1
declenchat,1
declenchates,1
declenche,1
declenchee,1
declenchees,1
declenchement,1
declenchements,1
declenchent,1
declencher,1
declenchera,1
declencherai,1
declencheraient,1
declencherais,1
declencherait,1
declencheras,1
declencherent,1
declencherez,1
declencheriez,1
declencherions,1
declencherons,1
declencheront,1
declenches,1
declencheur,1
declenchez,1
declenchiez,1
declenchions,1
declenchons,1
declerait,1
declic,1
declics,1
declin,1
declina,1
declinable,1
declinables,1
declinai,1
declinaient,1
declinais,1
declinaison,1
declinaisons,1
declinait,1
declinames,1
declinant,1
declinas,1
declinasse,1
declinassent,1
declinasses,1
declinassiez,1
declinassions,1
declinat,1
declinates,1
decline,1
declinee,1
declinees,1
declinent,1
decliner,1
declinera,1
declinerai,1
declineraient,1
declinerais,1
declinerait,1
declineras,1
declinerent,1
declinerez,1
declineriez,1
declinerions,1
declinerons,1
declineront,1
declines,1
declinez,1
decliniez,1
declinions,1
declinons,1
declins,1
declivite,1
declivites,1
decloisonna,1
decloisonnai,1
decloisonnaient,1
decloisonnais,1
decloisonnait,1
decloisonnames,1
decloisonnant,1
decloisonnas,1
decloisonnasse,1
decloisonnassent,1
decloisonnasses,1
decloisonnassiez,1
decloisonnassions,1
decloisonnat,1
decloisonnates,1
decloisonne,1
decloisonnee,1
decloisonnees,1
decloisonnent,1
decloisonner,1
decloisonnera,1
decloisonnerai,1
decloisonneraient,1
decloisonnerais,1
decloisonnerait,1
decloisonneras,1
decloisonnerent,1
decloisonnerez,1
decloisonneriez,1
decloisonnerions,1
decloisonnerons,1
decloisonneront,1
decloisonnes,1
decloisonnez,1
decloisonnniez,1
decloisonnnions,1
decloisonnnons,1
decloua,1
declouai,1
declouaient,1
declouais,1
declouait,1
declouames,1
declouant,1
declouas,1
declouasse,1
declouassent,1
declouasses,1
declouassiez,1
declouassions,1
declouat,1
declouates,1
decloue,1
declouee,1
declouees,1
declouent,1
declouer,1
declouera,1
declouerai,1
decloueraient,1
declouerais,1
declouerait,1
decloueras,1
declouerent,1
declouerez,1
decloueriez,1
declouerions,1
declouerons,1
decloueront,1
decloues,1
declouez,1
declouiez,1
declouions,1
declouons,1
decocha,1
decochai,1
decochaient,1
decochais,1
decochait,1
decochames,1
decochant,1
decochas,1
decochasse,1
decochassent,1
decochasses,1
decochassiez,1
decochassions,1
decochat,1
decochates,1
decoche,1
decochee,1
decochees,1
decochent,1
decocher,1
decochera,1
decocherai,1
decocheraient,1
decocherais,1
decocherait,1
decocheras,1
decocherent,1
decocherez,1
decocheriez,1
decocherions,1
decocherons,1
decocheront,1
decoches,1
decochez,1
decochiez,1
decochions,1
decochons,1
decoction,1
decoctions,1
decoda,1
decodage,1
decodages,1
decodai,1
decodaient,1
decodais,1
decodait,1
decodames,1
decodant,1
decodas,1
decodasse,1
decodassent,1
decodasses,1
decodassiez,1
decodassions,1
decodat,1
decodates,1
decode,1
decodee,1
decodees,1
decodent,1
decoder,1
decodera,1
decoderai,1
decoderaient,1
decoderais,1
decoderait,1
decoderas,1
decoderent,1
decoderez,1
decoderiez,1
decoderions,1
decoderons,1
decoderont,1
decodes,1
decodez,1
decodiez,1
decodions,1
decodons,1
decoiffa,1
decoiffai,1
decoiffaient,1
decoiffais,1
decoiffait,1
decoiffames,1
decoiffant,1
decoiffas,1
decoiffasse,1
decoiffassent,1
decoiffasses,1
decoiffassiez,1
decoiffassions,1
decoiffat,1
decoiffates,1
decoiffe,1
decoiffee,1
decoiffees,1
decoiffent,1
decoiffer,1
decoiffera,1
decoifferai,1
decoifferaient,1
decoifferais,1
decoifferait,1
decoifferas,1
decoifferent,1
decoifferez,1
decoifferiez,1
decoifferions,1
decoifferons,1
decoifferont,1
decoiffes,1
decoiffez,1
decoiffiez,1
decoiffions,1
decoiffons,1
decois,1
decoit,1
decoive,1
decoivent,1
decoives,1
decolera,1
decolerai,1
decoleraient,1
decolerais,1
decolerait,1
decolerames,1
decolerant,1
decoleras,1
decolerasse,1
decolerassent,1
decolerasses,1
decolerassiez,1
decolerassions,1
decolerat,1
decolerates,1
decolere,1
decoleree,1
decolerees,1
decolerent,1
decolerer,1
decolerera,1
decolererai,1
decolereraient,1
decolererais,1
decolererait,1
decolereras,1
decolererent,1
decolererez,1
decolereriez,1
decolererions,1
decolererons,1
decolereront,1
decoleres,1
decolerez,1
decoleriez,1
decolerions,1
decolerons,1
decolla,1
decollage,1
decollages,1
decollai,1
decollaient,1
decollais,1
decollait,1
decollames,1
decollant,1
decollas,1
decollasse,1
decollassent,1
decollasses,1
decollassiez,1
decollassions,1
decollat,1
decollates,1
decolle,1
decollee,1
decollees,1
decollement,1
decollements,1
decollent,1
decoller,1
decollera,1
decollerai,1
decolleraient,1
decollerais,1
decollerait,1
decolleras,1
decollerent,1
decollerez,1
decolleriez,1
decollerions,1
decollerons,1
decolleront,1
decolles,1
decolleta,1
decolletage,1
decolletages,1
decolletai,1
decolletaient,1
decolletais,1
decolletait,1
decolletames,1
decolletant,1
decolletas,1
decolletasse,1
decolletassent,1
decolletasses,1
decolletassiez,1
decolletassions,1
decolletat,1
decolletates,1
decollete,1
decolletee,1
decolletees,1
decolleter,1
decolleterent,1
decolletes,1
decolletez,1
decolletiez,1
decolletions,1
decolletons,1
decollette,1
decollettent,1
decollettera,1
decolletterai,1
decolletteraient,1
decolletterais,1
decolletterait,1
decolletteras,1
decolletterez,1
decolletteriez,1
decolletterions,1
decolletterons,1
decolletteront,1
decollettes,1
decollez,1
decolliez,1
decollions,1
decollons,1
decolonisation,1
decolonisations,1
decolonise,1
decolonisee,1
decolonisees,1
decolonises,1
decolora,1
decolorai,1
decoloraient,1
decolorais,1
decolorait,1
decolorames,1
decolorant,1
decoloras,1
decolorasse,1
decolorassent,1
decolorasses,1
decolorassiez,1
decolorassions,1
decolorat,1
decolorates,1
decoloration,1
decolorations,1
decolore,1
decoloree,1
decolorees,1
decolorent,1
decolorer,1
decolorera,1
decolorerai,1
decoloreraient,1
decolorerais,1
decolorerait,1
decoloreras,1
decolorerent,1
decolorerez,1
decoloreriez,1
decolorerions,1
decolorerons,1
decoloreront,1
decolores,1
decolorez,1
decoloriez,1
decolorions,1
decolorons,1
decombres,1
decommanda,1
decommandai,1
decommandaient,1
decommandais,1
decommandait,1
decommandames,1
decommandant,1
decommandas,1
decommandasse,1
decommandassent,1
decommandasses,1
decommandassiez,1
decommandassions,1
decommandat,1
decommandates,1
decommande,1
decommandee,1
decommandees,1
decommandent,1
decommander,1
decommandera,1
decommanderai,1
decommanderaient,1
decommanderais,1
decommanderait,1
decommanderas,1
decommanderent,1
decommanderez,1
decommanderiez,1
decommanderions,1
decommanderons,1
decommanderont,1
decommandes,1
decommandez,1
decommandiez,1
decommandions,1
decommandons,1
decomposa,1
decomposai,1
decomposaient,1
decomposais,1
decomposait,1
decomposames,1
decomposant,1
decomposas,1
decomposasse,1
decomposassent,1
decomposasses,1
decomposassiez,1
decomposassions,1
decomposat,1
decomposates,1
decompose,1
decomposee,1
decomposees,1
decomposent,1
decomposer,1
decomposera,1
decomposerai,1
decomposeraient,1
decomposerais,1
decomposerait,1
decomposeras,1
decomposerent,1
decomposerez,1
decomposeriez,1
decomposerions,1
decomposerons,1
decomposeront,1
decomposes,1
decomposez,1
decomposiez,1
decomposions,1
decomposition,1
decompositions,1
decomposons,1
decompression,1
decompressions,1
decomprima,1
decomprimai,1
decomprimaient,1
decomprimais,1
decomprimait,1
decomprimames,1
decomprimant,1
decomprimas,1
decomprimasse,1
decomprimassent,1
decomprimasses,1
decomprimassiez,1
decomprimassions,1
decomprimat,1
decomprimates,1
decomprime,1
decomprimee,1
decomprimees,1
decompriment,1
decomprimer,1
decomprimera,1
decomprimerai,1
decomprimeraient,1
decomprimerais,1
decomprimerait,1
decomprimeras,1
decomprimerent,1
decomprimerez,1
decomprimeriez,1
decomprimerions,1
decomprimerons,1
decomprimeront,1
decomprimes,1
decomprimez,1
decomprimiez,1
decomprimions,1
decomprimons,1
decompta,1
decomptai,1
decomptaient,1
decomptais,1
decomptait,1
decomptames,1
decomptant,1
decomptas,1
decomptasse,1
decomptassent,1
decomptasses,1
decomptassiez,1
decomptassions,1
decomptat,1
decomptates,1
decompte,1
decomptee,1
decomptees,1
decomptent,1
decompter,1
decomptera,1
decompterai,1
decompteraient,1
decompterais,1
decompterait,1
decompteras,1
decompterent,1
decompterez,1
decompteriez,1
decompterions,1
decompterons,1
decompteront,1
decomptes,1
decomptez,1
decomptiez,1
decomptions,1
decomptons,1
deconcerta,1
deconcertai,1
deconcertaient,1
deconcertais,1
deconcertait,1
deconcertames,1
deconcertant,1
deconcertas,1
deconcertasse,1
deconcertassent,1
deconcertasses,1
deconcertassiez,1
deconcertassions,1
deconcertat,1
deconcertates,1
deconcerte,1
deconcertee,1
deconcertees,1
deconcertent,1
deconcerter,1
deconcertera,1
deconcerterai,1
deconcerteraient,1
deconcerterais,1
deconcerterait,1
deconcerteras,1
deconcerterent,1
deconcerterez,1
deconcerteriez,1
deconcerterions,1
deconcerterons,1
deconcerteront,1
deconcertes,1
deconcertez,1
deconcertiez,1
deconcertions,1
deconcertons,1
deconfit,1
deconfite,1
deconfites,1
deconfits,1
deconfiture,1
deconfitures,1
decongela,1
decongelai,1
decongelaient,1
decongelais,1
decongelait,1
decongelames,1
decongelant,1
decongelas,1
decongelasse,1
decongelassent,1
decongelasses,1
decongelassiez,1
decongelassions,1
decongelat,1
decongelates,1
decongele,1
decongelee,1
decongelees,1
decongelent,1
decongelera,1
decongelerai,1
decongeleraient,1
decongelerais,1
decongelerait,1
decongeleras,1
decongelerent,1
decongelerez,1
decongeleriez,1
decongelerions,1
decongelerons,1
decongeleront,1
decongeles,1
decongelez,1
decongeliez,1
decongelions,1
decongelons,1
deconnecta,1
deconnectai,1
deconnectaient,1
deconnectais,1
deconnectait,1
deconnectames,1
deconnectant,1
deconnectas,1
deconnectasse,1
deconnectassent,1
deconnectasses,1
deconnectassiez,1
deconnectassions,1
deconnectat,1
deconnectates,1
deconnecte,1
deconnectee,1
deconnectees,1
deconnectent,1
deconnecter,1
deconnectera,1
deconnecterai,1
deconnecteraient,1
deconnecterais,1
deconnecterait,1
deconnecteras,1
deconnecterent,1
deconnecterez,1
deconnecteriez,1
deconnecterions,1
deconnecterons,1
deconnecteront,1
deconnectes,1
deconnectez,1
deconnectiez,1
deconnections,1
deconnectons,1
deconseilla,1
deconseillai,1
deconseillaient,1
deconseillais,1
deconseillait,1
deconseillames,1
deconseillant,1
deconseillas,1
deconseillasse,1
deconseillassent,1
deconseillasses,1
deconseillassiez,1
deconseillassions,1
deconseillat,1
deconseillates,1
deconseille,1
deconseillee,1
deconseillees,1
deconseillent,1
deconseiller,1
deconseillera,1
deconseillerai,1
deconseilleraient,1
deconseillerais,1
deconseillerait,1
deconseilleras,1
deconseillerent,1
deconseillerez,1
deconseilleriez,1
deconseillerions,1
deconseillerons,1
deconseilleront,1
deconseilles,1
deconseillez,1
deconseilliez,1
deconseillions,1
deconseillons,1
deconsidera,1
deconsiderai,1
deconsideraient,1
deconsiderais,1
deconsiderait,1
deconsiderames,1
deconsiderant,1
deconsideras,1
deconsiderasse,1
deconsiderassent,1
deconsiderasses,1
deconsiderassiez,1
deconsiderassions,1
deconsiderat,1
deconsiderates,1
deconsidere,1
deconsideree,1
deconsiderees,1
deconsiderent,1
deconsiderer,1
deconsiderera,1
deconsidererai,1
deconsidereraient,1
deconsidererais,1
deconsidererait,1
deconsidereras,1
deconsidereration,1
deconsidererations,1
deconsidererent,1
deconsidererez,1
deconsidereriez,1
deconsidererions,1
deconsidererons,1
deconsidereront,1
deconsideres,1
deconsiderez,1
deconsideriez,1
deconsiderions,1
deconsiderons,1
decontamina,1
decontaminai,1
decontaminaient,1
decontaminais,1
decontaminait,1
decontaminames,1
decontaminant,1
decontaminas,1
decontaminasse,1
decontaminassent,1
decontaminasses,1
decontaminassiez,1
decontaminassions,1
decontaminat,1
decontaminates,1
decontamine,1
decontaminee,1
decontaminees,1
decontaminent,1
decontaminer,1
decontaminera,1
decontaminerai,1
decontamineraient,1
decontaminerais,1
decontaminerait,1
decontamineras,1
decontaminerent,1
decontaminerez,1
decontamineriez,1
decontaminerions,1
decontaminerons,1
decontamineront,1
decontamines,1
decontaminez,1
decontaminiez,1
decontaminions,1
decontaminons,1
decontenanca,1
decontenancai,1
decontenancaient,1
decontenancais,1
decontenancait,1
decontenancames,1
decontenancant,1
decontenancas,1
decontenancasse,1
decontenancassent,1
decontenancasses,1
decontenancassiez,1
decontenancassions,1
decontenancat,1
decontenancates,1
decontenance,1
decontenancee,1
decontenancees,1
decontenancent,1
decontenancer,1
decontenancera,1
decontenancerai,1
decontenanceraient,1
decontenancerais,1
decontenancerait,1
decontenancerames,1
decontenancerant,1
decontenanceras,1
decontenancerasse,1
decontenancerassent,1
decontenancerasses,1
decontenancerassiez,1
decontenancerassions,1
decontenancerat,1
decontenancerates,1
decontenancerent,1
decontenances,1
decontenancez,1
decontenanciez,1
decontenancions,1
decontenancons,1
decontracta,1
decontractant,1
decontractante,1
decontractantes,1
decontractants,1
decontracte,1
decontractee,1
decontractees,1
decontractes,1
deconvenue,1
deconvenues,1
decor,1
decora,1
decorai,1
decoraient,1
decorais,1
decorait,1
decorames,1
decorant,1
decoras,1
decorasse,1
decorassent,1
decorasses,1
decorassiez,1
decorassions,1
decorat,1
decorates,1
decorateur,1
decorateurs,1
decoratif,1
decoratifs,1
decoration,1
decorations,1
decorative,1
decorativement,1
decoratives,1
decoratrice,1
decoratrices,1
decore,1
decoree,1
decorees,1
decorent,1
decorer,1
decorera,1
decorerai,1
decoreraient,1
decorerais,1
decorerait,1
decoreras,1
decorerent,1
decorerez,1
decoreriez,1
decorerions,1
decorerons,1
decoreront,1
decores,1
decorez,1
decoriez,1
decorions,1
decorons,1
decors,1
decorticage,1
decorticages,1
decortiqua,1
decortiquai,1
decortiquaient,1
decortiquais,1
decortiquait,1
decortiquames,1
decortiquant,1
decortiquas,1
decortiquasse,1
decortiquassent,1
decortiquasses,1
decortiquassiez,1
decortiquassions,1
decortiquat,1
decortiquates,1
decortique,1
decortiquee,1
decortiquees,1
decortiquent,1
decortiquer,1
decortiquera,1
decortiquerai,1
decortiqueraient,1
decortiquerais,1
decortiquerait,1
decortiqueras,1
decortiquerent,1
decortiquerez,1
decortiqueriez,1
decortiquerions,1
decortiquerons,1
decortiqueront,1
decortiques,1
decortiquez,1
decortiquiez,1
decortiquions,1
decortiquons,1
decorum,1
decoucha,1
decouchai,1
decouchaient,1
decouchais,1
decouchait,1
decouchames,1
decouchant,1
decouchas,1
decouchasse,1
decouchassent,1
decouchasses,1
decouchassiez,1
decouchassions,1
decouchat,1
decouchates,1
decouche,1
decouchee,1
decouchees,1
decouchent,1
decoucher,1
decouchera,1
decoucherai,1
decoucheraient,1
decoucherais,1
decoucherait,1
decoucheras,1
decoucherent,1
decoucherez,1
decoucheriez,1
decoucherions,1
decoucherons,1
decoucheront,1
decouches,1
decouchez,1
decouchiez,1
decouchions,1
decouchons,1
decoud,1
decoudra,1
decoudrai,1
decoudraient,1
decoudrais,1
decoudrait,1
decoudras,1
decoudre,1
decoudrez,1
decoudriez,1
decoudrions,1
decoudrons,1
decoudront,1
decouds,1
decoula,1
decoulai,1
decoulaient,1
decoulais,1
decoulait,1
decoulames,1
decoulant,1
decoulas,1
decoulasse,1
decoulassent,1
decoulasses,1
decoulassiez,1
decoulassions,1
decoulat,1
decoulates,1
decoule,1
decoulee,1
decoulees,1
decoulent,1
decouler,1
decoulera,1
decoulerai,1
decouleraient,1
decoulerais,1
decoulerait,1
decouleras,1
decoulerent,1
decoulerez,1
decouleriez,1
decoulerions,1
decoulerons,1
decouleront,1
decoules,1
decoulez,1
decouliez,1
decoulions,1
decoulons,1
decoupa,1
decoupage,1
decoupages,1
decoupai,1
decoupaient,1
decoupais,1
decoupait,1
decoupames,1
decoupant,1
decoupas,1
decoupasse,1
decoupassent,1
decoupasses,1
decoupassiez,1
decoupassions,1
decoupat,1
decoupates,1
decoupe,1
decoupee,1
decoupees,1
decoupent,1
decouper,1
decoupera,1
decouperai,1
decouperaient,1
decouperais,1
decouperait,1
decouperas,1
decouperent,1
decouperez,1
decouperiez,1
decouperions,1
decouperons,1
decouperont,1
decoupes,1
decoupez,1
decoupiez,1
decoupions,1
decouple,1
decouplee,1
decouplees,1
decouples,1
decoupons,1
decoupure,1
decoupures,1
decourage,1
decouragea,1
decourageai,1
decourageaient,1
decourageais,1
decourageait,1
decourageames,1
decourageant,1
decourageas,1
decourageasse,1
decourageassent,1
decourageasses,1
decourageassiez,1
decourageassions,1
decourageat,1
decourageates,1
decouragee,1
decouragees,1
decouragement,1
decouragements,1
decouragent,1
decourageons,1
decourager,1
decouragera,1
decouragerai,1
decourageraient,1
decouragerais,1
decouragerait,1
decourageras,1
decouragerent,1
decouragerez,1
decourageriez,1
decouragerions,1
decouragerons,1
decourageront,1
decourages,1
decouragez,1
decouragiez,1
decouragions,1
decouronna,1
decouronnai,1
decouronnaient,1
decouronnais,1
decouronnait,1
decouronnames,1
decouronnant,1
decouronnas,1
decouronnasse,1
decouronnassent,1
decouronnasses,1
decouronnassiez,1
decouronnassions,1
decouronnat,1
decouronnates,1
decouronne,1
decouronnee,1
decouronnees,1
decouronnent,1
decouronner,1
decouronnera,1
decouronnerai,1
decouronneraient,1
decouronnerais,1
decouronnerait,1
decouronneras,1
decouronnerent,1
decouronnerez,1
decouronneriez,1
decouronnerions,1
decouronnerons,1
decouronneront,1
decouronnes,1
decouronnez,1
decouronniez,1
decouronnions,1
decouronnons,1
decousaient,1
decousais,1
decousait,1
decousant,1
decouse,1
decousent,1
decouses,1
decousez,1
decousiez,1
decousimes,1
decousions,1
decousirent,1
decousis,1
decousisse,1
decousissent,1
decousisses,1
decousissiez,1
decousissions,1
decousit,1
decousites,1
decousons,1
decousu,1
decousue,1
decousues,1
decousus,1
decouvert,1
decouverte,1
decouvertes,1
decouverts,1
decouvraient,1
decouvrais,1
decouvrait,1
decouvrant,1
decouvre,1
decouvrent,1
decouvres,1
decouvreur,1
decouvrez,1
decouvriez,1
decouvrimes,1
decouvrions,1
decouvrir,1
decouvrira,1
decouvrirai,1
decouvriraient,1
decouvrirais,1
decouvrirait,1
decouvriras,1
decouvrirent,1
decouvrirez,1
decouvririez,1
decouvririons,1
decouvrirons,1
decouvriront,1
decouvris,1
decouvrisse,1
decouvrissent,1
decouvrisses,1
decouvrissiez,1
decouvrissions,1
decouvrit,1
decouvrites,1
decouvrons,1
decrassa,1
decrassage,1
decrassages,1
decrassai,1
decrassaient,1
decrassais,1
decrassait,1
decrassames,1
decrassant,1
decrassas,1
decrassasse,1
decrassassent,1
decrassasses,1
decrassassiez,1
decrassassions,1
decrassat,1
decrassates,1
decrasse,1
decrassee,1
decrassees,1
decrassent,1
decrasser,1
decrassera,1
decrasserai,1
decrasseraient,1
decrasserais,1
decrasserait,1
decrasseras,1
decrasserent,1
decrasserez,1
decrasseriez,1
decrasserions,1
decrasserons,1
decrasseront,1
decrasses,1
decrassez,1
decrassiez,1
decrassions,1
decrassons,1
decrepit,1
decrepite,1
decrepites,1
decrepits,1
decrepitude,1
decrepitudes,1
decret,1
decreta,1
decretai,1
decretaient,1
decretais,1
decretait,1
decretames,1
decretant,1
decretas,1
decretasse,1
decretassent,1
decretasses,1
decretassiez,1
decretassions,1
decretat,1
decretates,1
decrete,1
decretee,1
decretees,1
decretent,1
decreter,1
decretera,1
decreterai,1
decreteraient,1
decreterais,1
decreterait,1
decreteras,1
decreterent,1
decreterez,1
decreteriez,1
decreterions,1
decreterons,1
decreteront,1
decretes,1
decretez,1
decretiez,1
decretions,1
decretons,1
decrets,1
decria,1
decriai,1
decriaient,1
decriais,1
decriait,1
decriames,1
decriant,1
decrias,1
decriasse,1
decriassent,1
decriasses,1
decriassiez,1
decriassions,1
decriat,1
decriates,1
decrie,1
decriee,1
decriees,1
decrient,1
decrier,1
decriera,1
decrierai,1
decrieraient,1
decrierais,1
decrierait,1
decrieras,1
decrierent,1
decrierez,1
decrieriez,1
decrierions,1
decrierons,1
decrieront,1
decries,1
decriez,1
decriiez,1
decriions,1
decrions,1
decrirai,1
decrire,1
decris,1
decrit,1
decrite,1
decrites,1
decrits,1
decrivaient,1
decrivais,1
decrivait,1
decrivant,1
decrivants,1
decrive,1
decrivent,1
decrives,1
decrivez,1
decriviez,1
decrivimes,1
decrivions,1
decrivirent,1
decrivis,1
decrivisse,1
decrivissent,1
decrivisses,1
decrivissiez,1
decrivissions,1
decrivit,1
decrivites,1
decrivons,1
decrocha,1
decrochage,1
decrochai,1
decrochaient,1
decrochais,1
decrochait,1
decrochames,1
decrochant,1
decrochas,1
decrochasse,1
decrochassent,1
decrochasses,1
decrochassiez,1
decrochassions,1
decrochat,1
decrochates,1
decroche,1
decrochee,1
decrochees,1
decrochent,1
decrocher,1
decrochera,1
decrocherai,1
decrocheraient,1
decrocherais,1
decrocherait,1
decrocheras,1
decrocherent,1
decrocherez,1
decrocheriez,1
decrocherions,1
decrocherons,1
decrocheront,1
decroches,1
decrochez,1
decrochiez,1
decrochions,1
decrochons,1
decrois,1
decroisa,1
decroisai,1
decroisaient,1
decroisais,1
decroisait,1
decroisames,1
decroisant,1
decroisas,1
decroisasse,1
decroisassent,1
decroisasses,1
decroisassiez,1
decroisassions,1
decroisat,1
decroisates,1
decroise,1
decroisee,1
decroisees,1
decroisent,1
decroiser,1
decroisera,1
decroiserai,1
decroiseraient,1
decroiserais,1
decroiserait,1
decroiseras,1
decroiserent,1
decroiserez,1
decroiseriez,1
decroiserions,1
decroiserons,1
decroiseront,1
decroises,1
decroisez,1
decroisiez,1
decroisions,1
decroisons,1
decroissaient,1
decroissais,1
decroissait,1
decroissance,1
decroissant,1
decroissante,1
decroissantes,1
decroisse,1
decroissent,1
decroisses,1
decroissez,1
decroissiez,1
decroissions,1
decroissons,1
decroit,1
decroitra,1
decroitrai,1
decroitraient,1
decroitrais,1
decroitrait,1
decroitras,1
decroitre,1
decroitrez,1
decroitriez,1
decroitrions,1
decroitrons,1
decroitront,1
decrotta,1
decrottage,1
decrottages,1
decrottai,1
decrottaient,1
decrottais,1
decrottait,1
decrottames,1
decrottant,1
decrottas,1
decrottasse,1
decrottassent,1
decrottasses,1
decrottassiez,1
decrottassions,1
decrottat,1
decrottates,1
decrotte,1
decrottee,1
decrottees,1
decrottent,1
decrotter,1
decrottera,1
decrotterai,1
decrotteraient,1
decrotterais,1
decrotterait,1
decrotteras,1
decrotterent,1
decrotterez,1
decrotteriez,1
decrotterons,1
decrotteront,1
decrottes,1
decrottez,1
decrottiez,1
decrottions,1
decrottoir,1
decrottoirs,1
decrottons,1
decru,1
decrue,1
decrues,1
decrumes,1
decrurent,1
decrus,1
decrusse,1
decrussent,1
decrusses,1
decrussiez,1
decrussions,1
decrut,1
decrutes,1
decrypta,1
decryptai,1
decryptaient,1
decryptais,1
decryptait,1
decryptames,1
decryptant,1
decryptas,1
decryptasse,1
decryptassent,1
decryptasses,1
decryptassiez,1
decryptassions,1
decryptat,1
decryptates,1
decrypte,1
decryptee,1
decryptees,1
decryptent,1
decrypter,1
decryptera,1
decrypterai,1
decrypteraient,1
decrypterais,1
decrypterait,1
decrypteras,1
decrypterent,1
decrypterez,1
decrypteriez,1
decrypterions,1
decrypterons,1
decrypteront,1
decryptes,1
decryptez,1
decryptiez,1
decryptions,1
decryptons,1
decu,1
decue,1
decues,1
deculotta,1
deculottai,1
deculottaient,1
deculottais,1
deculottait,1
deculottames,1
deculottant,1
deculottas,1
deculottasse,1
